session_duration,command_count,failed_logins,common_commands_enc,label
148,2.1706647585499983,1.6586704829000032,5,Other
147,7.925370185662918,2.0,5,Other
128,0.21730395925585078,2.0,5,Other
83,0.2653874091881946,1.2653874091881945,5,Other
25,1.6444672242975036,2.0,5,Other
30,6.691618055569319,0.3083819444306807,5,Other
15,0.618051674287186,0.381948325712814,5,Other
125,0.6331896260134641,1.0,5,Other
25,5.0844215806135455,1.2288946048466136,5,Other
48,7.836772307186595,1.7673544614373191,5,Other
51,2.5583947404287217,2.0,5,Other
88,0.0,1.0,5,Other
140,2.6885526548766876,1.6557236725616562,5,Other
31,0.0,2.0,5,Other
66,1.4486349393533224,2.0,5,Other
106,3.0,1.207906366239457,5,Other
31,0.8095968581703996,1.5952015709148002,5,Other
89,8.654075795371998,0.0,5,Other
3,0.0,1.0,5,Other
46,4.0,0.52550462196864,5,Other
41,3.0367303069302753,0.0,5,Other
110,0.0,0.1768871451438544,5,Other
15,6.838763718993107,0.6129212396643692,5,Other
85,0.963822275482351,1.963822275482351,5,Other
88,0.24858025771494208,1.248580257714942,5,Other
140,8.0,0.0,5,Other
160,6.837161243247871,2.0,5,Other
196,2.209662264139852,0.7903377358601481,5,Other
52,1.8357035404400555,1.4178517702200277,5,Other
183,6.957075518285267,1.6809748272382445,5,Other
52,2.6206103036506456,1.8103051518253228,5,Other
165,0.6189481930077215,1.6189481930077214,5,Other
189,9.0,1.6764996050885261,5,Other
54,2.8343033659547676,0.1656966340452325,5,Other
159,8.0,1.6292988060107363,5,Other
126,8.602287444449408,0.0,5,Other
126,7.129233359688172,0.1292333596881723,5,Other
36,5.829467162851869,1.0,5,Other
183,0.7428171353002815,0.0,5,Other
137,3.7975534099629407,0.0,5,Other
118,2.0,2.0,5,Other
46,4.0,0.5006661650213817,5,Other
140,2.0,2.0,5,Other
41,3.149237777950176,0.0,5,Other
72,8.0,0.8728002373125504,5,Other
122,7.593981176421253,0.8646603921404177,5,Other
125,0.7565220315951328,1.0,5,Other
184,6.696578704178063,2.0,5,Other
121,7.621371855972533,1.0,5,Other
125,0.3859186888152639,1.0,5,Other
